喜好频道,#genre#
CCTV15,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV15,http://gmxw.7766.org:808/hls/102/index.m3u8
CCTV16,http://gmxw.7766.org:808/hls/169/index.m3u8
CCTV16,http://182.201.241.62/liveali-tpgq.cctv.cn/live/cctv16.m3u8
CCTV16,http://125.210.152.19:9123/live/hzgq-cctv16gq-h264.m3u8
CCTV16-4K,https://live.v1.mk/api/bestv.php?id=cctv16hd4k/15000000
CCTV16-4K,http://202208201800.iptv.z-link.cn:8800/tsfile/live/0018_1.m3u8
CCTV16-4K,http://159.75.85.63:5681/sxg.php?id=CCTV-16-4K_8000
CCTV17,http://gmxw.7766.org:808/hls/35/index.m3u8
CCTV17,http://60.208.113.114:8001/newlive/live/hls/17/live.m3u8
CCTV17,http://222.189.51.62:8888/newlive/live/hls/17/live.m3u8

卫视频道,#genre#
大湾区卫视,http://gmxw.7766.org:808/hls/132/index.m3u8
大湾区卫视,https://epg.pw/stream/255a4080ec98d7fdd51588ebc7d2c56a78e5e0cd46492f502e2cad43c7a28dc7.m3u8
大湾区卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8
广东卫视,http://60.208.113.114:8001/newlive/live/hls/30/live.m3u8
广东卫视,http://222.188.68.38:8888/newlive/live/hls/43/live.m3u8
广东卫视,http://58.248.84.148:8888/newlive/live/hls/19/live.m3u8
浙江卫视,http://60.208.113.114:8001/newlive/live/hls/20/live.m3u8
浙江卫视,http://125.210.152.19:9123/live/hzgq-zjwsgq-h264.m3u8
浙江卫视,http://222.188.68.38:8888/newlive/live/hls/31/live.m3u8
湖南卫视,http://58.248.84.148:8888/newlive/live/hls/21/live.m3u8
湖南卫视,http://60.208.113.114:8001/newlive/live/hls/18/live.m3u8
湖南卫视,http://58.19.38.233:8888/newlive/live/hls/23/live.m3u8
北京卫视,http://60.208.113.114:8001/newlive/live/hls/23/live.m3u8
北京卫视,http://221.2.146.228:8888/newlive/live/hls/18/live.m3u8
北京卫视,http://125.210.152.19:9123/live/hzgq-bjgqws-h264.m3u8
湖北卫视,http://113.57.109.36:9901/tsfile/live/1013_1.m3u8
湖北卫视,https://live.goodiptv.club/api/bestv.php?id=hubeiws8m/8000000
湖北卫视,http://gmxw.7766.org:808/hls/46/index.m3u8
黑龙江卫视,http://113.57.109.36:9901/tsfile/live/0143_1.m3u8
黑龙江卫视,http://58.19.38.233:8888/newlive/live/hls/42/live.m3u8
黑龙江卫视,http://60.208.113.114:8001/newlive/live/hls/31/live.m3u8
安徽卫视,https://epg.pw/stream/f6b1dcb74cfda40bc84467d836f82596de9d58c96875cd23d0134bb00e9dd190.ctv
安徽卫视,http://36.96.38.246:8888/newlive/live/hls/25/live.m3u8
安徽卫视,http://125.210.152.19:9123/live/hzgq-ahwsgq-h264.m3u8
重庆卫视,http://60.208.113.114:8001/newlive/live/hls/34/live.m3u8
重庆卫视,http://222.189.51.62:8888/newlive/live/hls/31/live.m3u8
重庆卫视,http://222.188.68.38:8888/newlive/live/hls/32/live.m3u8
东方卫视,http://113.57.109.36:9901/tsfile/live/0107_1.m3u8
东方卫视,http://60.208.113.114:8001/newlive/live/hls/21/live.m3u8
东方卫视,http://222.189.51.62:8888/newlive/live/hls/20/live.m3u8
东南卫视,http://113.57.109.36:9901/tsfile/live/0137_1.m3u8
东南卫视,https://epg.pw/stream/93a8f67f0f3354496b9a612649d40aca459161284ffda09dd02506f115a7ce38.ctv
东南卫视,http://221.2.146.228:8888/newlive/live/hls/28/live.m3u8
甘肃卫视,http://gmxw.7766.org:808/hls/119/index.m3u8
甘肃卫视,https://epg.pw/stream/73319822d5078059b543b458e4eb3760836cb84d344abe736bd4279968b8df78.ctv
甘肃卫视,http://183.134.3.22:8888/newlive/live/hls/35/live.m3u8
广西卫视,http://61.182.33.218:8000/hls/34/index.m3u8
广西卫视,https://epg.pw/stream/d155a423e6a26d563085ef32c509f5b01603932877491f40050dfb0e4220c6c1.ctv
广西卫视,http://60.208.113.114:8001/newlive/live/hls/39/live.m3u8
贵州卫视,http://60.208.113.114:8001/newlive/live/hls/32/live.m3u8
贵州卫视,http://222.189.51.62:8888/newlive/live/hls/29/live.m3u8
贵州卫视,http://183.134.3.22:8888/newlive/live/hls/28/live.m3u8
海南卫视,http://218.13.170.98:9901/tsfile/live/1020_1.m3u8
海南卫视,http://gmxw.7766.org:808/hls/124/index.m3u8
海南卫视,http://183.134.3.22:8888/newlive/live/hls/41/live.m3u8
河北卫视,http://58.248.84.148:8888/newlive/live/hls/42/live.m3u8
河北卫视,http://125.210.152.19:9123/live/hzgq-hbwsgq1-h264.m3u8
河北卫视,http://60.208.113.114:8001/newlive/live/hls/33/live.m3u8
河南卫视,http://113.57.109.36:9901/tsfile/live/0139_1.m3u8
河南卫视,http://58.19.38.233:8888/newlive/live/hls/33/live.m3u8
河南卫视,http://60.208.113.114:8001/newlive/live/hls/37/live.m3u8
吉林卫视,http://58.19.38.233:8888/newlive/live/hls/35/live.m3u8
吉林卫视,http://125.210.152.19:9123/live/hzgq-jlwsgq-h264.m3u8
吉林卫视,http://183.134.3.22:8888/newlive/live/hls/34/live.m3u8
江苏卫视,http://222.189.51.62:8888/newlive/live/hls/22/live.m3u8
江苏卫视,http://125.210.152.19:9123/live/hzgq-jswsgq-h264.m3u8
江苏卫视,http://58.248.84.148:8888/newlive/live/hls/20/live.m3u8
江西卫视,http://113.57.109.36:9901/tsfile/live/1003_1.m3u8
江西卫视,http://183.134.3.22:8888/newlive/live/hls/49/live.m3u8
江西卫视,http://60.208.113.114:8001/newlive/live/hls/38/live.m3u8
辽宁卫视,http://60.208.113.114:8001/newlive/live/hls/26/live.m3u8
辽宁卫视,http://58.248.84.148:8888/newlive/live/hls/38/live.m3u8
辽宁卫视,http://125.210.152.19:9123/live/hzgq-lnwsgq-h264.m3u8
内蒙古卫视,http://218.13.170.98:9901/tsfile/live/0109_1.m3u8
内蒙古卫视,http://gmxw.7766.org:808/hls/60/index.m3u8
内蒙古卫视,http://60.208.113.114:8001/newlive/live/hls/45/live.m3u8
宁夏卫视,http://218.13.170.98:9901/tsfile/live/0112_1.m3u8
宁夏卫视,http://125.210.152.19:9123/live/hszx-nxtv-h264.m3u8
宁夏卫视,http://58.220.219.14:9901/tsfile/live/0112_1.m3u8?key=txiptv
青海卫视,http://gmxw.7766.org:808/hls/61/index.m3u8
青海卫视,http://218.13.170.98:9901/tsfile/live/0140_1.m3u8
青海卫视,http://58.19.38.233:8888/newlive/live/hls/39/live.m3u8
山东卫视,http://113.57.109.36:9901/tsfile/live/1002_1.m3u8
山东卫视,http://58.19.38.233:8888/newlive/live/hls/30/live.m3u8
山东卫视,http://61.182.33.218:8000/hls/22/index.m3u8
山西卫视,http://60.208.113.114:8001/newlive/live/hls/43/live.m3u8
山西卫视,http://113.57.109.36:9901/tsfile/live/0118_1.m3u8
山西卫视,http://111.207.22.10:8888/newlive/live/hls/48/live.m3u8
陕西卫视,http://58.19.38.233:8888/newlive/live/hls/41/live.m3u8
陕西卫视,http://221.2.146.228:8888/newlive/live/hls/42/live.m3u8
陕西卫视,http://60.208.113.114:8001/newlive/live/hls/44/live.m3u8
四川卫视,http://113.57.109.36:9901/tsfile/live/0123_1.m3u8
四川卫视,http://60.208.113.114:8001/newlive/live/hls/36/live.m3u8
四川卫视,https://epg.pw/stream/41bf966a14dc202c4f06c48d7410fac1dcab83affab6629cca762e917185e1c5.ctv
深圳卫视,http://113.57.109.36:9901/tsfile/live/0126_1.m3u8
深圳卫视,http://60.208.113.114:8001/newlive/live/hls/27/live.m3u8
深圳卫视,http://125.210.152.19:9123/live/hzgq-szwsgq-h264.m3u8
三沙卫视,https://cntv.lat/tv/live.php?auth=231110&id=ssws
三沙卫视,http://36.96.38.246:8888/newlive/live/hls/51/live.m3u8
三沙卫视,http://125.210.152.19:9123/live/hzgq-ssws-h264.m3u8
天津卫视,http://113.57.109.36:9901/tsfile/live/0135_1.m3u8
天津卫视,http://58.19.38.233:8888/newlive/live/hls/43/live.m3u8
天津卫视,https://epg.pw/stream/ec29cd270be2c87ffc3f9c17266c91a602c5e88d94296471c6e5759131050f8b.ctv
西藏卫视,http://58.19.38.233:8888/newlive/live/hls/37/live.m3u8
西藏卫视,http://gmxw.7766.org:808/hls/64/index.m3u8
西藏卫视,http://125.210.152.19:9123/live/hszx-xztv-h264.m3u8
新疆卫视,http://58.220.219.14:9901/tsfile/live/0120_6.m3u8?key=txiptv
新疆卫视,http://gmxw.7766.org:808/hls/65/index.m3u8
新疆卫视,http://125.210.152.19:9123/live/hszx-xjtv-h264.m3u8
云南卫视,http://125.210.152.19:9123/live/hzgq-ynwsgq-h264.m3u8
云南卫视,http://222.188.68.38:8888/newlive/live/hls/46/live.m3u8
云南卫视,http://58.248.84.148:8888/newlive/live/hls/25/live.m3u8

影视频道,#genre#
超级电视剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225716/index.m3u8
超级电影,http://live.xtgdw.cn:1935/live/xtys/playlist.m3u8
超级电影,http://stream.smntv.cn/smtv1/sd/live.m3u8
超级电影,https://cloudvideo.servers10.com:8081/8130/index.m3u8
潮婆辣妈,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225685/index.m3u8
爱情喜剧,https://epg.pw/stream/7842f9585950362ef02dfe7f4d3b8a01574565b72ddca15ac35b1d91630a3abc.m3u8
东北热剧,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225741/index.m3u8
动作电影,http://pi.0472.org/tv/cbn.php?id=chcdzdyHD
动作电影,https://epg.pw/stream/02a582fc67bfff3762422afd2afafd15a346db899ab08ec26b328ce146665b2e.m3u8
动作电影,https://epg.pw/stream/2f2e29b8759a2458730dc1f3686024472691952a50e787fe075944d0cb17f36e.ctv
古装剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225663/index.m3u8
黑莓电影,https://epg.pw/stream/a106bba49a6159d54ee66205038e678acf94d13e34266e678ee7b08ce650766a.m3u8
黑莓电影,https://epg.pw/stream/7cd2a163028ebcd6e8caffba4408642bb8a5009e13dd97bf5f36706cd75f395e.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
欢乐剧场,http://[2409:8087:1a01:df::7005]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225742/index.m3u8
惊悚悬疑,https://epg.pw/stream/36c7b460935f92b0104ebbabd0d92689e91f568f0bf4910f29f8967d668d3742.m3u8
怀旧剧场,http://gmxw.7766.org:808/hls/92/index.m3u8
风云剧场,http://gmxw.7766.org:808/hls/95/index.m3u8
风云剧场,http://223.82.161.157:8822/hls/69/index.m3u8
风云剧场,http://61.134.224.37:9999/tsfile/live/1008_1.m3u8
第一剧场,http://111.11.98.205:9900/hls/72/index.m3u8
第一剧场,http://gmxw.7766.org:808/hls/98/index.m3u8
海外剧场,https://epg.pw/stream/b314ebcd13fbec4a42a56d423398e032e62e662a888437a30c5847b6162a409f.m3u8
中国功夫,https://epg.pw/stream/2f36a0fe1806b3b1d504e8b471067be0d893f2df95003116a1f9d32651cb5779.m3u8
中国功夫,http://www.51romzj.love:35455/huya/11352941
