港澳频道,#genre#
TVB千禧经典,http://ali.hlspull.yximgs.com/live/TTvbqxjjjdd00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB,http://ali.hlspull.yximgs.com/live/TTvbsmytv6peqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB亚洲剧,http://ali.hlspull.yximgs.com/live/TTvbyazhoujul00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB娱乐新闻,http://ali.hlspull.yximgs.com/live/TTvbyulxwwwwl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVBFREE2,http://ali.hlspull.yximgs.com/live/TVBSUPER-FREEl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVBFREE,http://ali.hlspull.yximgs.com/live/TVBSUPERl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
跑马18台,http://ali.hlspull.yximgs.com/live/TVBmyTVSUPERtytytl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVBVIUTV,http://ali.hlspull.yximgs.com/live/ViuTVCHl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB儿童节目,http://ali.hlspull.yximgs.com/live/XVAjkdK00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中视新闻,http://ali.hlspull.yximgs.com/live/abc888445889889gdkagdakdbsavfcjdsfjs.flv
亚洲美食,http://ali.hlspull.yximgs.com/live/afc_twnol00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
经典都市台,http://ali.hlspull.yximgs.com/live/asdfg32516.flv
经典神话台,http://ali.hlspull.yximgs.com/live/asdfg32522.flv
亚洲旅游,http://ali.hlspull.yximgs.com/live/asiatravel_twnol00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
AXN,http://ali.hlspull.yximgs.com/live/axn264l00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
AXN,http://ali.hlspull.yximgs.com/live/axxxnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
八大戏剧,http://ali.hlspull.yximgs.com/live/badadramal00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
八大第一,http://ali.hlspull.yximgs.com/live/badafirstl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
八大综合,http://ali.hlspull.yximgs.com/live/badazhonghel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中天亚洲,http://ali.hlspull.yximgs.com/live/ctiasia_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中天综合,http://ali.hlspull.yximgs.com/live/ctizhonghel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
公视,http://ali.hlspull.yximgs.com/live/ctv_taiwanl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森新闻,http://ali.hlspull.yximgs.com/live/dsxwtbbbttbteqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
爱尔达综合,http://ali.hlspull.yximgs.com/live/eltazonghel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森戏剧,http://ali.hlspull.yximgs.com/live/ettvdramal00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森电影,http://ali.hlspull.yximgs.com/live/ettvmoviel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森超视,http://ali.hlspull.yximgs.com/live/ettvsupel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森洋片,http://ali.hlspull.yximgs.com/live/ettvwesternl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
东森综合,http://ali.hlspull.yximgs.com/live/ettvzhonghel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
凤凰卫视,http://ali.hlspull.yximgs.com/live/fenghuangweishil00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB功夫台,http://ali.hlspull.yximgs.com/live/gfYYY00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
好莱坞电影,http://ali.hlspull.yximgs.com/live/haolaiwudyl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
华视,http://ali.hlspull.yximgs.com/live/huahsil00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB华丽翡翠台,http://ali.hlspull.yximgs.com/live/hualifct218700eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVBS新闻,http://ali.hlspull.yximgs.com/live/huanqiuhklivejojwhjxojhjjjlfhjljsjcnxjfvbhjdjwjfjjdsswvtvbsxw.flv
龙华电影,http://ali.hlspull.yximgs.com/live/longhuadyl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
龙华偶像,http://ali.hlspull.yximgs.com/live/lunghuaidol_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
民视第一,http://ali.hlspull.yximgs.com/live/lunghuajingdian_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
龙华戏剧,http://ali.hlspull.yximgs.com/live/lunghuaxijul00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
美亚电影,http://ali.hlspull.yximgs.com/live/meiydyl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
民视,http://ali.hlspull.yximgs.com/live/minshil00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
Movies,http://ali.hlspull.yximgs.com/live/moviesnowl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
民视新闻,http://ali.hlspull.yximgs.com/live/msxwtbbbst885231889gdkagdakdbsavfcjdsfjs.flv
Now爆谷台,http://ali.hlspull.yximgs.com/live/nnnowbggtl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
纬来电影,http://ali.hlspull.yximgs.com/live/peilaidyl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB无线新闻,http://ali.hlspull.yximgs.com/live/puxianxwt548700eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
三立都会,http://ali.hlspull.yximgs.com/live/sanlidouhui_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
三立台湾,http://ali.hlspull.yximgs.com/live/sanlitaiwanl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
靖洋戏剧,http://ali.hlspull.yximgs.com/live/sanlixiju_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
三立新闻,http://ali.hlspull.yximgs.com/live/sanlixw8886755464889eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
三立综合,http://ali.hlspull.yximgs.com/live/sanlizhonghel00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVB明珠台,http://ali.hlspull.yximgs.com/live/sgAKDsj00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
TVBS新闻,http://ali.hlspull.yximgs.com/live/twlivezozwhzxozhzzzlfhzlzszcnxzfvbhzdzwzfzzdsswvtvbsxw.flv
民视台湾,http://ali.hlspull.yximgs.com/live/xftvtaiwan_twnl00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中视,http://ali.hlspull.yximgs.com/live/zhongshil00eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中天新闻,http://ali.hlspull.yximgs.com/live/ztxw44seqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
中天新闻2,http://ali.hlspull.yximgs.com/live/ztxw52eqoierq3erfufhksjflslflkdgs-409958-88hb-99fb-52540Odfb345liLecbncdncnpj9p9pclcglivccctv1HDopdefaultfindetoken84d856707a0bf3ccfhalkfhsfhlsfgsdlgjldsgldglshlgsfghl.flv
孙楠+韩红美丽的神话[768*576],http://em.21dtv.com/songs/60029223.mkv
台视新闻[853*480],http://extraott.com:80/live/7921751389/6097373662/473537.m3u8
东森戏剧[640*480],http://extraott.com:80/live/7921751389/6097373662/473540.m3u8
TVBS,http://extraott.com:80/live/7921751389/6097373662/5496.m3u8
台视综合台,http://extraott.com:80/live/7921751389/6097373662/5500.m3u8
三立综合,http://extraott.com:80/live/7921751389/6097373662/5503.m3u8
龙华偶像,http://extraott.com:80/live/7921751389/6097373662/5518.m3u8
靖天国际,http://extraott.com:80/live/7921751389/6097373662/5519.m3u8
凤凰古城南华山,http://gctxyc.liveplay.myqcloud.com/gc/fhgcdnhs_1_md.m3u8
亚洲经典,http://goldfm.cn:8000/goldfm
亚洲音乐台[0*0],http://lhttp.qingting.fm/live/5022405/64k.mp3
中天亚洲台,http://line.greatstar.me:80/play/live.php?mac=00:1A:79:13:54:E8&stream=571212&extension=ts
特种兵火凤凰,http://live.iill.top/yy.php?id=1463088777
唯心電視,http://mobile.ccdntech.com/transcoder/_definst_/vod164_Live/live/playlist.m3u8
1905国内电影,http://php.jdshipin.com:8880/1905.php?id=1905dy
1905国外电影,http://php.jdshipin.com:8880/1905.php?id=1905dy2
梅州综合,http://php.jdshipin.com:8880/chudian.php?id=mzzh
凤凰资讯,http://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,http://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰卫视资讯台,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8?zgangd
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
中视新闻,http://tv.redrainl.site:9500/live.m3u8?c=02
台视新闻,http://tv.redrainl.site:9500/live.m3u8?c=11
镜新闻,http://tv.redrainl.site:9500/live.m3u8?c=28
1905电影亚洲,http://xxw.me0.cn/1905dy.php?id=1905a
无线缓冲10秒,http://zsntlqj.xicp.net:8896/bysid/83
金莎_星月神话,https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_Nea4gUowJ6I4gQ.mp4
成龙金喜善_美丽的神话[1694*720],https://15799848.s21v.faiusr.com/58/ABUIABA6GAAg_tma4gUowLvk9wM.mp4
RAKUTENTVBBCDRAMA,https://bbceu-bbcdrama-1-fr.rakuten.wurl.tv/playlist.m3u8
RAKUTENTVBBCDOCTORWHOFRANCE,https://bbceu-doctorwho-3-fr.rakuten.wurl.tv/playlist.m3u8
NEWKMOVIES,https://bd281c27a16f4a7fb4a88260378e8082.mediatailor.us-east-1.amazonaws.com/v1/master/44f73ba4d03e9607dcd9bebdcb8494d86964f1d8/Samsung_NewMovies/playlist.m3u8?ads.wurl_channel=618&ads.wurl_name=NewMovies&ads.us_privacy=1YNY&ads.psid=%7BPSID%7D&ads.targetopt=%7BTARGETOPT%7D&ads.app_domain=%7BAPP_DOMAIN%7D&ads.app_name=%7BAPP_NAME%7D&ads.coppa=0
年代音乐889,https://fanmingming.com/fm?id=2397
年代音乐1032[0*0],https://fanmingming.com/fm?id=2398
年代音乐959[0*0],https://fanmingming.com/fm?id=2399
广西玉林大容山莲花山顶,https://gcalic.v.myalicdn.com/gc/drs01_1/index.m3u8
凤凰古城东关门,https://gcalic.v.myalicdn.com/gc/fhgcdgm_1/index.m3u8
凤凰古城南华山,https://gcalic.v.myalicdn.com/gc/fhgcdnhs_1/index.m3u8
FOX,https://jmp2.uk/SamsungTVPlus/USBA300024TN.m3u8
MovieSphere,https://jmp2.uk/SamsungTVPlus/USBD17000117B.m3u8
TVB动作大片,https://live.metshop.top/huya/23865036
德鲁纳酒店韩剧,https://lunbo.freetv.top/yy/1354931488
火凤凰之战狼七,https://lunbo.freetv.top/yy/1463088777
凤凰信息台,https://mytvsuper.btjson.us.kg/stream/tvb/null-18/master.m3u8?u=btjson&p=213f2541f159ac2ec56f4173f3731fdd6ac1ea725a0c7892870cf85ea22cb3cc
黄金翡翠台,https://mytvsuper.btjson.us.kg/stream/tvb/null-3/master.m3u8?u=btjson&p=213f2541f159ac2ec56f4173f3731fdd6ac1ea725a0c7892870cf85ea22cb3cc
凤凰资讯,https://playtv-live.ifeng.com/live/06OLEEWQKN4.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
自由亚洲,https://rfa-ingest.akamaized.net/hls/live/2040699/RFA_AUDIO_LIVE1/master.m3u8
港台RTHK34,https://rthktv34-live.akamaized.net/hls/live/2101642/RTHKTV34/stream02/streamPlaylist.m3u8
FOX,https://stream1.freetv.fun/00a21096c013f41b6357588d77d1f45e20acd3f30e58f64b5102216a21ad238f.m3u8
RTHK33,https://stream1.freetv.fun/00ea10452b568a8e587ebece8311785afe7f33c41437de0a68839e6392d45dfc.m3u8
黑龙江卫视,https://stream1.freetv.fun/087456913719058fb740006ecdf7120b81e5818884d3ba985eef31d2f0865994.m3u8
凤凰卫视,https://stream1.freetv.fun/08e5440bb83a804440e341ae792cffc38d6844b04d5a2c7a4fc5ee04a6fe6bc6.m3u8
FOXLIFE,https://stream1.freetv.fun/22b00a7e5950924ebf08dab1e269e84f012f2a85ae16aef4b5e29c56aad98707.ctv
